A1,A3,A7,A8,A9,A10,A11,A13,A14,A4_1,A4_2,A4_3,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A6_1,A6_2,A6_3,A6_4,A6_5,A6_7,A6_8,A6_9,A12_1,A12_2,A12_3
1,1.6566860884910173,-0.5153590665287107,0,0,-0.49388662129815225,0,0.2556784458092878,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.8561017017122409,-0.6155358720016211,0,1,0.7408299319472283,1,0.3254319064781808,-0.1886907478240297,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.9234444144896883,-0.365841446419889,0,1,-0.08231443688302535,1,0.7904549776041343,-0.1952212649974758,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.9582206233154082,4.717757637280045,1,1,2.592904761815299,1,-1.0696373068996794,-0.0033393045188686884,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.5545671668878499,0.5806050888689517,1,1,-0.08231443688302535,1,-0.017522608477209836,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.6470377575673298,0.38174665412421893,0,0,-0.49388662129815225,0,0.1859249851403948,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.8525939956259746,-0.5901178765831214,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.7240288012684648,-0.6529152770288265,0,0,-0.49388662129815225,1,-0.3721027002107493,-0.10417817263825681,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.0587321349235386,0.9424377295323,1,1,1.3581882085699186,1,-1.0696373068996794,-0.1696754184072308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.7053344343000454,-0.3165006317839779,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.0536170188422351,-0.14156501625665663,1,0,-0.49388662129815225,0,-0.9010664436165213,-0.034647372144507284,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.5877359657185329,0.007952603852164964,1,1,-0.2881005290905888,0,-0.4883584679922377,-0.16660223385502088,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.730462312202078,-0.21632382631106742,0,0,-0.49388662129815225,1,1.4356744887913946,-0.1954133390319889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.10226536465126349,-0.6274972816103268,1,0,-0.49388662129815225,1,0.23824008064206456,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8058459459081757,-0.5153590665287107,0,0,-0.49388662129815225,1,0.7904549776041343,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.2781605099654916,1.8141254547667294,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.4037998994756545,-0.4660182518927995,0,1,-0.2881005290905888,0,-0.6046142357737261,-0.1913797843072134,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.1541285304503655,-0.26566464094697856,1,0,-0.49388662129815225,0,-0.4883584679922377,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1.4054073094706914,-0.5901178765831214,0,0,-0.49388662129815225,1,-0.023335396866284254,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.4460147343510692,-0.5901178765831214,1,0,-0.49388662129815225,1,1.081094397057855,-0.1954133390319889,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5294392889858174,-0.6394586912190325,1,1,-0.2881005290905888,0,-0.7789978874459585,0.03257853993508479,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.2027768762593938,-0.5901178765831214,0,1,-0.2881005290905888,1,-0.8371257713367027,-0.1658339377169684,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.4807909431767892,0.3324058394883078,0,1,-0.08231443688302535,1,-0.023335396866284254,-0.1621845310612191,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6470377575673298,-0.2043624167023617,1,1,-0.2881005290905888,1,1.953012655419018,9.408288386624022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.45405565527971964,-0.365841446419889,0,0,-0.49388662129815225,1,0.15104825480594827,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.2279047541614264,-0.5901178765831214,0,0,-0.49388662129815225,1,-0.4883584679922377,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.13192645739568018,-0.5781564669744157,0,0,-0.49388662129815225,0,-0.6046142357737261,-0.10244950632763873,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.7555901901041105,-0.41518226105580014,1,0,-0.49388662129815225,0,0.6741992098226459,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.9314853354183387,-0.6155358720016211,0,0,-0.49388662129815225,0,-0.30234923954185633,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.9314853354183387,-0.365841446419889,0,1,-0.2881005290905888,0,0.3254319064781808,-0.04790048052591258,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.2546400420584958,-0.06680620620224584,1,1,-0.2881005290905888,0,-0.6046142357737261,-0.1420167574373415,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.06558885973431415,-0.3404234510013894,0,0,-0.49388662129815225,1,1.7205011198560412,-0.1954133390319889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.8892705005429239,-0.365841446419889,1,0,-0.49388662129815225,1,0.39518536714707386,0.22657331479333623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.7887589889347936,-0.6394586912190325,1,0,-0.49388662129815225,0,0.09292037091520411,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.45405565527971964,0.15747022396098656,1,1,0.7408299319472283,0,-0.1395911646477726,0.2025640604791962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,4.086049324059528,-0.14156501625665663,1,1,0.12347165532453808,0,-0.3721027002107493,-0.19272430254880524,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.4037998994756545,0.08271141390657576,0,0,-0.49388662129815225,1,0.2789295993655855,-0.15699853212936488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.7133753552286959,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.4883584679922377,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,-0.8561017017122409,2.549752145702132,1,0,-0.49388662129815225,0,1.2554780487300876,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.6048229226919151,-0.5153590665287107,0,0,-0.49388662129815225,1,0.6741992098226459,-0.19502919096296267,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8058459459081757,0.38174665412421893,0,0,-0.49388662129815225,1,0.7904549776041343,-0.1954133390319889,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6128638436205656,-0.16698301167515628,1,1,-0.2881005290905888,1,1.2264141067847156,-0.19157185834172652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1.2546400420584958,5.3158281177153315,1,1,0.9466160241547917,1,-0.9417559623400423,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.9566132133203712,3.8206519166271153,1,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.730462312202078,-0.6648766866375322,0,1,-0.2881005290905888,0,-0.5116096215485354,-0.19176393237623962,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.0097947739717836,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.1954133390319889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.5510594608015836,-0.19090583089256777,1,0,-0.49388662129815225,1,1.371733816511576,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,-0.32841626576955674,0.2441904436241031,0,1,-0.08231443688302535,1,0.09292037091520411,-0.19464504289393644,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.4037998994756545,0.007952603852164964,1,1,0.7408299319472283,0,-8.424330998658097e-05,-0.08016891832411678,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8480607807835905,-0.6529152770288265,1,1,-0.2881005290905888,1,3.813104939922831,-0.18408097099571483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-0.3535441436715893,1.5524696195762921,1,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.3535441436715893,-0.21632382631106742,0,0,-0.49388662129815225,0,-0.023335396866284254,-0.19464504289393644,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.6550786784959802,-0.6648766866375322,0,1,-0.08231443688302535,1,0.09292037091520411,-0.1752455654081113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.8148919819529075,-0.552738471555916,0,1,-0.08231443688302535,0,0.23824008064206456,-0.09937632177542881,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6128638436205656,-0.6274972816103268,1,1,0.535043839739665,1,1.7205011198560412,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-0.4620965762083701,-0.37780285602859476,0,1,-0.08231443688302535,1,-0.1395911646477726,-0.08266588077278735,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.048501902760932,0.38174665412421893,1,1,1.563974300777482,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,1.2636860781032275,-0.06680620620224584,0,0,-0.49388662129815225,1,-0.27909808598555863,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.48722445411040266,1.0545759446139162,0,0,-0.49388662129815225,1,0.6276969027100505,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.19122824924447704,-0.5033976569200049,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.5761873387036162,-0.6274972816103268,0,1,-0.2881005290905888,1,-1.0696373068996794,-0.16468149350988967,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.22439704807516006,2.3254757155388996,1,1,2.387118669607736,1,1.2496652603410132,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.8229329028815578,-0.16698301167515628,0,0,-0.49388662129815225,0,0.20917613869669247,-0.19445296885942331,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.1541285304503655,0.23222903401539735,1,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8058459459081757,-0.06680620620224584,0,1,-0.08231443688302535,1,0.09292037091520411,-0.11973616943381954,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.30328838786752416,0.019914013460870704,0,1,-0.2881005290905888,1,1.3484826629552784,-0.1913797843072134,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1.0707039758156176,-0.2910826363654782,0,0,-0.49388662129815225,0,0.4416876742596692,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.6550786784959802,-0.6648766866375322,1,0,-0.49388662129815225,1,-0.4883584679922377,-0.19022734010013467,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.10679857949364759,-0.552738471555916,1,1,-0.2881005290905888,0,-0.1395911646477726,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.9143983784449565,-0.5781564669744157,1,1,1.7697603929850454,0,-0.6046142357737261,-0.17639800961519,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.906357457516306,-0.4660182518927995,1,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.8480607807835905,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.4883584679922377,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.048501902760932,3.3720990563006508,1,0,-0.49388662129815225,1,4.626895314393249,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1.564215497811537,0.019914013460870704,1,1,0.12347165532453808,1,-0.16284231820407027,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8812295796142735,-0.365841446419889,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.19195600641075275,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.606430332686952,0.755540704396273,1,1,-0.08231443688302535,0,-0.645303754497247,-0.11013246770816354,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0062870678855172675,0.007952603852164964,1,1,-0.2881005290905888,1,-0.6046142357737261,-0.13779112867805285,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.2546400420584958,-0.4660182518927995,1,0,-0.49388662129815225,0,-0.4883584679922377,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0.9360185502607226,3.645716301099794,1,1,1.7697603929850454,1,-0.8952536552274469,-0.13779112867805285,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.14901341436906232,-0.5153590665287107,1,0,-0.49388662129815225,0,-0.6046142357737261,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.06909656582058048,-0.5901178765831214,1,1,1.563974300777482,1,0.7904549776041343,-0.1954133390319889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.0787448967442679,0.08271141390657576,1,1,0.7408299319472283,0,1.953012655419018,-0.15776682826741736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-0.6470377575673298,-0.6394586912190325,0,0,-0.49388662129815225,1,0.9997153596108133,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.350036437585323,0.257647029433897,0,0,-0.49388662129815225,1,-0.645303754497247,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.5043114110837847,-0.6274972816103268,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.19349259868685773,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6550786784959802,0.45650546417862975,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.12818742695239685,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.048501902760932,0.5312642742330406,1,1,0.3292577475321015,0,-1.0696373068996794,-0.17639800961519,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.1741412922710949,-0.15352642586536236,1,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.15252112045532865,-0.5901178765831214,1,0,-0.49388662129815225,1,-0.1395911646477726,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.8721835435695418,-0.5781564669744157,0,0,-0.49388662129815225,1,0.7265143053243156,-0.19502919096296267,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.6048229226919151,-0.6648766866375322,0,0,-0.49388662129815225,1,-0.1977190485385168,-0.1952212649974758,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7887589889347936,-0.6394586912190325,0,0,-0.49388662129815225,1,0.20917613869669247,-0.19445296885942331,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.7555901901041105,-0.06680620620224584,1,1,1.7697603929850454,0,-1.0696373068996794,-0.10782757929400609,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.048501902760932,-0.6648766866375322,0,1,-0.08231443688302535,0,-0.9708199042854143,-0.1952212649974758,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.06909656582058048,0.23222903401539735,1,0,-0.49388662129815225,0,0.3254319064781808,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.8309738238102083,-0.5288156523385046,1,0,-0.49388662129815225,1,0.09292037091520411,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.3535441436715893,-0.6155358720016211,0,0,-0.49388662129815225,1,-0.3721027002107493,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6550786784959802,-0.06680620620224584,1,0,-0.49388662129815225,1,-0.4883584679922377,-0.19157185834172652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1.2043842862544307,-0.5407770619472103,1,1,0.535043839739665,1,-1.0696373068996794,-0.08785187970464159,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.2917397608526074,-0.6529152770288265,1,1,-0.2881005290905888,0,0.09292037091520411,-0.13779112867805285,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.9234444144896883,0.007952603852164964,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,-0.7978050249795253,-0.21632382631106742,1,1,-0.08231443688302535,1,-0.6046142357737261,-0.11858372522674082,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.10679857949364759,0.007952603852164964,1,1,0.535043839739665,1,-0.4941712563813121,-0.09937632177542881,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.559100381730234,1.727405235103613,1,1,2.387118669607736,0,-1.0696373068996794,0.24635694034818761,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0.07362978066296458,0.8302995144506837,1,0,-0.49388662129815225,1,-1.0696373068996794,0.572882799020492,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5374802099144678,-0.6394586912190325,0,0,-0.49388662129815225,0,0.6741992098226459,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.3786720215736219,-0.4032208514470944,1,0,-0.49388662129815225,0,1.022966513167111,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,1.5561745768828867,-0.5901178765831214,0,0,-0.49388662129815225,1,3.115570333233901,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.15252112045532865,0.8302995144506837,1,1,0.12347165532453808,1,0.6160713259319017,0.24232338562341207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.350036437585323,-0.6274972816103268,1,0,-0.49388662129815225,1,1.5054279494602876,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.48722445411040266,-0.44060025647429985,0,0,-0.49388662129815225,0,-0.023335396866284254,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.3364571866982072,0.08271141390657576,0,1,-0.08231443688302535,1,-0.1395911646477726,-0.18753830361695098,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8561017017122409,-0.41518226105580014,1,0,-0.49388662129815225,1,0.7904549776041343,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.32841626576955674,-0.6394586912190325,0,1,-0.2881005290905888,0,-1.0696373068996794,-0.19426089482491019,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6219098796652972,0.8557175098691834,1,1,1.3581882085699186,0,1.2496652603410132,-0.03656811248963849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.3535441436715893,-0.2910826363654782,0,1,-0.2881005290905888,0,-1.0696373068996794,-0.19118771027270026,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.14901341436906232,3.2225814361918292,1,1,-0.2881005290905888,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.9531055072341049,-0.17894442128386204,1,1,0.7408299319472283,1,-0.8371257713367027,-0.08016891832411678,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8983165365876556,-0.6274972816103268,0,1,-0.2881005290905888,1,0.5114411349285622,-0.17466934330457193,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.8229329028815578,-0.365841446419889,0,1,-0.2881005290905888,0,10.555939471249156,-0.19502919096296267,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6379917215225981,-0.48994107111021096,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.7887589889347936,-0.5153590665287107,0,0,-0.49388662129815225,1,0.3254319064781808,-0.17294067699395385,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6550786784959802,-0.6529152770288265,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
